monthseq,month,flodfreqcl,floddurcl,pondfreqcl,ponddurcl,ponddep.l,ponddep.r,ponddep.h,dlyavgprecip.l,dlyavgprecip.r,dlyavgprecip.h,dlyavgpotet.l,dlyavgpotet.r,dlyavgpotet.h,cokey,comonthkey
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664145,195798315
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664145,195798316
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664145,195798317
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664145,195798318
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664145,195798319
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664145,195798320
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664145,195798321
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664145,195798322
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664145,195798323
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664145,195798324
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664145,195798325
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664145,195798326
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664079,195797559
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664079,195797560
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664079,195797561
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664079,195797562
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664079,195797563
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664079,195797564
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664079,195797565
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664079,195797566
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664079,195797567
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664079,195797568
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664079,195797569
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664079,195797570
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664080,195797571
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664080,195797572
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664080,195797573
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664080,195797574
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664080,195797575
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664080,195797576
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664080,195797577
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664080,195797578
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664080,195797579
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664080,195797580
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664080,195797581
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664080,195797582
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664081,195797583
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664081,195797584
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664081,195797585
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664081,195797586
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664081,195797587
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664081,195797588
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664081,195797589
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664081,195797590
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664081,195797591
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664081,195797592
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664081,195797593
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,18664081,195797594
