cokey,mrulekey,mrulename,seqnum,rulekey,rulename,ruledepth,interpll,interpllc,interplr,interplrc,interphr,interphrc,interphh,interphhc,nullpropdatabool,defpropdatabool,incpropdatabool,cointerpkey
18663930,258,AWM - Overland Flow Process Treatment of Wastewater,2,255,Seepage Limitation (1 - 4 um/sec) Surface Layer,1,0,No seepage,0.773,Seepage,0.773,Seepage,1,Seepage,0,0,0,1527152134
18663930,258,AWM - Overland Flow Process Treatment of Wastewater,3,236,Surface Reaction (pH 5 to 6.5),1,0,No acidity limitation,0.309,Too acid,0.309,Too acid,0.669,Too acid,0,0,0,1527152135
18663930,238,AWM - Rapid Infiltration Disposal of Wastewater,0,238,AWM - Rapid Infiltration Disposal of Wastewater,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1527152136
18663930,238,AWM - Rapid Infiltration Disposal of Wastewater,1,288,Sloping 3.9 to > 8%,1,1,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152137
18663930,238,AWM - Rapid Infiltration Disposal of Wastewater,2,289,Percolation (10 - 40 um/sec) 0 to 60 Inches,1,1,Slow water movement,1,Slow water movement,1,Slow water movement,1,Slow water movement,0,0,0,1527152138
18663930,254,AWM - Slow Rate Process Treatment of Wastewater,0,254,AWM - Slow Rate Process Treatment of Wastewater,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1527152139
18663930,254,AWM - Slow Rate Process Treatment of Wastewater,1,240,Slope 2.9 to > 8% surface,1,1,Too steep for surface application,1,Too steep for surface application,1,Too steep for surface application,1,Too steep for surface application,0,0,0,1527152140
18663930,254,AWM - Slow Rate Process Treatment of Wastewater,2,252,Slope 5.9 to > 12% sprinkler,1,1,Too steep for sprinkler irrigation,1,Too steep for sprinkler irrigation,1,Too steep for sprinkler irrigation,1,Too steep for sprinkler irrigation,0,0,0,1527152141
18663930,254,AWM - Slow Rate Process Treatment of Wastewater,3,236,Surface Reaction (pH 5 to 6.5),1,0,No acidity limitation,0.309,Too acid,0.309,Too acid,0.669,Too acid,0,0,0,1527152142
18663930,254,AWM - Slow Rate Process Treatment of Wastewater,4,251,Percolation (.4 - 4 um/sec) 0 to 60 Inches,1,0,Ksat not restrictive,0.152,Slow water movement,0.152,Slow water movement,0.944,Slow water movement,0,0,0,1527152143
18663930,54166,"DHS - Catastrophic Event, Large Animal Mortality, Burial",0,54166,"DHS - Catastrophic Event, Large Animal Mortality, Burial",0,1,Very severely limited,1,Very severely limited,1,Very severely limited,1,Very severely limited,0,0,0,1527152144
18663930,54166,"DHS - Catastrophic Event, Large Animal Mortality, Burial",1,19333,Slope 5 to > 12%,1,1,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152145
18663930,54168,"DHS - Catastrophic Event, Large Animal Mortality, Incinerate",0,54168,"DHS - Catastrophic Event, Large Animal Mortality, Incinerate",0,1,Very severely limited,1,Very severely limited,1,Very severely limited,1,Very severely limited,0,0,0,1527152146
18663930,54168,"DHS - Catastrophic Event, Large Animal Mortality, Incinerate",1,19333,Slope 5 to > 12%,1,1,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152147
18663930,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",0,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1527152148
18663930,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",1,19333,Slope 5 to > 12%,1,1,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152149
18663930,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",2,25797,"Clayey 30-200cm, Moisture Modified, Catastrophic Events",1,0,Not clayey,0.006,Clay content,0.006,Clay content,0.114,Clay content,0,0,0,1527152150
18663930,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",0,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",0,0.959,Somewhat limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1527152151
18663930,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",1,10192,Slope 8 to > 15%,1,0.959,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152152
18663930,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",2,25797,"Clayey 30-200cm, Moisture Modified, Catastrophic Events",1,0,Not clayey,0.006,Clay content,0.006,Clay content,0.114,Clay content,0,0,0,1527152153
18663930,20799,DHS - Potential for Radioactive Bioaccumulation,0,20799,DHS - Potential for Radioactive Bioaccumulation,0,0.006,Low bioaccumulation potential,0.008,Low bioaccumulation potential,0.008,Low bioaccumulation potential,0.018,Low bioaccumulation potential,0,0,0,1527152154
18663930,20799,DHS - Potential for Radioactive Bioaccumulation,1,20866,Bioaccumulation Sorption,1,0,"Bioavailability low due to CEC, pH, or organic sorption",0,"Bioavailability low due to CEC, pH, or organic sorption",0,"Bioavailability low due to CEC, pH, or organic sorption",0.009,"Bioavailability due to CEC, pH, or organic sorption",0,0,0,1527152155
18663930,20799,DHS - Potential for Radioactive Bioaccumulation,2,20818,Bioaccumulation Material Gain Potential,1,0.006,Gains bioavailable material,0.007,Gains bioavailable material,0.007,Gains bioavailable material,0.009,Gains bioavailable material,0,0,0,1527152156
18663930,20791,DHS - Potential for Radioactive Sequestration,0,20791,DHS - Potential for Radioactive Sequestration,0,0.985,High sequestration potential,0.956,High sequestration potential,0.956,High sequestration potential,0.966,High sequestration potential,0,0,0,1527152157
18663930,20791,DHS - Potential for Radioactive Sequestration,1,20793,Sequestration Organic Surface,1,0.726,Sequestration due to fertility effects,0.976,Sequestration due to fertility effects,0.976,Sequestration due to fertility effects,0.992,Sequestration due to fertility effects,0,0,0,1527152158
18663930,20791,DHS - Potential for Radioactive Sequestration,2,20814,Sequestration Clay Content,1,1,Adsorption by clay,0.969,Adsorption by clay,0.969,Adsorption by clay,0.467,Adsorption by clay,0,0,0,1527152159
18663930,20791,DHS - Potential for Radioactive Sequestration,3,20817,Sequestration Material Loss Potential,1,0.015,Loses material,0.02,Loses material,0.02,Loses material,0.026,Loses material,0,0,0,1527152160
18663930,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",0,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",0,0.959,Somewhat limited,1,Severely limited,1,Severely limited,1,Severely limited,0,0,0,1527152161
18663930,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",1,10192,Slope 8 to > 15%,1,0.959,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152162
18663930,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",2,23660,Dust PM10 and PM2.5 Generation,1,0.066,Dusty,0.066,Dusty,0.066,Dusty,0.066,Dusty,0,0,0,1527152163
18663930,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",3,25796,"Unstable Excavation Walls, Catastrophic Events",1,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0,0,0,1527152164
18663930,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",4,25797,"Clayey 30-200cm, Moisture Modified, Catastrophic Events",1,0,Not clayey,0.006,Clay content,0.006,Clay content,0.114,Clay content,0,0,0,1527152165
18663930,20468,DHS - Site for Composting Facility - Subsurface,0,20468,DHS - Site for Composting Facility - Subsurface,0,0.959,Somewhat limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1527152166
18663930,20468,DHS - Site for Composting Facility - Subsurface,1,10192,Slope 8 to > 15%,1,0.959,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152167
18663930,20468,DHS - Site for Composting Facility - Subsurface,2,20487,Precipitation,1,0.065,Low precipitation,0.087,Low precipitation,0.087,Low precipitation,0.112,Low precipitation,0,0,0,1527152168
18663930,20468,DHS - Site for Composting Facility - Subsurface,3,25796,"Unstable Excavation Walls, Catastrophic Events",1,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0,0,0,1527152169
18663930,20468,DHS - Site for Composting Facility - Subsurface,4,20488,Temperature,1,0.003,Extreme soil temperatures,0.003,Extreme soil temperatures,0.003,Extreme soil temperatures,0.003,Extreme soil temperatures,0,0,0,1527152170
18663930,20461,DHS - Site for Composting Facility - Surface,0,20461,DHS - Site for Composting Facility - Surface,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1527152171
18663930,20461,DHS - Site for Composting Facility - Surface,1,20467,"Soil Strength (AASHTO Group Index, 0-50cm)",1,1,Low strength,1,Low strength,1,Low strength,1,Low strength,0,0,0,1527152172
18663930,20461,DHS - Site for Composting Facility - Surface,2,20466,"Slope 3 to 8 percent, Limitation",1,1,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152173
18663930,20461,DHS - Site for Composting Facility - Surface,3,20487,Precipitation,1,0.065,Low precipitation,0.087,Low precipitation,0.087,Low precipitation,0.112,Low precipitation,0,0,0,1527152174
18663930,20461,DHS - Site for Composting Facility - Surface,4,20488,Temperature,1,0.003,Extreme soil temperatures,0.003,Extreme soil temperatures,0.003,Extreme soil temperatures,0.003,Extreme soil temperatures,0,0,0,1527152175
18663930,20382,DHS - Suitability for Clay Liner Material,0,20382,DHS - Suitability for Clay Liner Material,0,0,Poor,0,Poor,0,Poor,0,Poor,0,0,0,1527152176
18663930,20382,DHS - Suitability for Clay Liner Material,1,20387,"Slope 3 to 8 percent, suitability",1,0,Slope,0,Slope,0,Slope,0,Slope,0,0,0,1527152177
18663930,20382,DHS - Suitability for Clay Liner Material,2,20506,Hard to Pack Subrule,1,0.038,Hard to pack,0.214,Hard to pack,0.214,Hard to pack,0.479,Hard to pack,0,0,0,1527152178
18663930,20382,DHS - Suitability for Clay Liner Material,3,20446,Area Reclaim Subrule,1,0.595,Area reclaim difficulty,0.68,Area reclaim difficulty,0.68,Area reclaim difficulty,0.68,Area reclaim difficulty,0,0,0,1527152179
18663930,20472,DHS - Suitability for Composting Medium and Final Cover,0,20472,DHS - Suitability for Composting Medium and Final Cover,0,0,Poor,0,Poor,0,Poor,0.041,Fair,0,0,0,1527152180
18663930,20472,DHS - Suitability for Composting Medium and Final Cover,1,10517,Not Slope 8 to > 15%,1,0,Slope,0,Slope,0,Slope,0.041,Slope,0,0,0,1527152181
18663930,10324,ENG - Construction Materials; Gravel Source,0,10324,ENG - Construction Materials; Gravel Source,0,0,Poor,0,Poor,0,Poor,0,Poor,0,0,0,1527152182
18663930,10324,ENG - Construction Materials; Gravel Source,1,22954,"Gravel Bottom Layer, Cemented",1,0,Bottom layer,0,Bottom layer,0,Bottom layer,0,Bottom layer,0,0,0,1527152183
18663930,10324,ENG - Construction Materials; Gravel Source,2,22955,"Gravel Thickest Layer, Cemented",1,0,Thickest layer,0,Thickest layer,0,Thickest layer,0,Thickest layer,0,0,0,1527152184
18663930,10514,ENG - Construction Materials; Reclamation,0,10514,ENG - Construction Materials; Reclamation,0,0,Poor,0.18,Fair,0.18,Fair,0.5,Fair,0,0,0,1527152185
18663930,10514,ENG - Construction Materials; Reclamation,1,10470,Organic Matter < 1% to a Depth of 72 inches,1,0,Low content of organic matter,0.18,Low content of organic matter,0.18,Low content of organic matter,0.5,Low content of organic matter,0,0,0,1527152186
18663930,10514,ENG - Construction Materials; Reclamation,2,10368,Erodibility Factor Maximum,1,0.68,Water erosion,0.68,Water erosion,0.68,Water erosion,0.68,Water erosion,0,0,0,1527152187
18663930,10514,ENG - Construction Materials; Reclamation,3,10367,pH Minimum (acid),1,0.741,Too acid,0.885,Too acid,0.885,Too acid,1,No acidity limitation,0,0,0,1527152188
18663930,10028,ENG - Construction Materials; Roadfill,0,10028,ENG - Construction Materials; Roadfill,0,0,Poor,0,Poor,0,Poor,0,Poor,0,0,0,1527152189
18663930,10028,ENG - Construction Materials; Roadfill,1,10029,Low Strength (AASHTO GIN in depth or Restriction),1,0,Low strength,0,Low strength,0,Low strength,0,Low strength,0,0,0,1527152190
18663930,10028,ENG - Construction Materials; Roadfill,2,23779,"Dust PM10 and PM2.5 Generation, Suitability",1,0.795,Dusty,0.795,Dusty,0.795,Dusty,0.795,Dusty,0,0,0,1527152191
18663930,10028,ENG - Construction Materials; Roadfill,3,10510,Low Slope (15 to 25%),1,0.82,Slope,0.98,Slope,0.98,Slope,1,No slope limitation,0,0,0,1527152192
18663930,10028,ENG - Construction Materials; Roadfill,4,10511,Low Shrink-Swell (25 to 150cm or Restrictive Layer) Wt_Ave,1,0.838,Shrink-swell,0.991,Shrink-swell,0.991,Shrink-swell,1,No shrink-swell limitation,0,0,0,1527152193
18663930,10332,ENG - Construction Materials; Sand Source,0,10332,ENG - Construction Materials; Sand Source,0,0,Poor,0,Poor,0,Poor,0,Poor,0,0,0,1527152194
18663930,10332,ENG - Construction Materials; Sand Source,1,23704,Sand Bottom Layer (revised),1,0,Bottom layer,0,Bottom layer,0,Bottom layer,0,Bottom layer,0,0,0,1527152195
18663930,10332,ENG - Construction Materials; Sand Source,2,21969,Sand Thickest Layer (revised),1,0,Thickest layer,0,Thickest layer,0,Thickest layer,0,Thickest layer,0,0,0,1527152196
18663930,10345,ENG - Construction Materials; Topsoil,0,10345,ENG - Construction Materials; Topsoil,0,0,Poor,0,Poor,0,Poor,0.041,Fair,0,0,0,1527152197
18663930,10345,ENG - Construction Materials; Topsoil,1,10517,Not Slope 8 to > 15%,1,0,Slope,0,Slope,0,Slope,0.041,Slope,0,0,0,1527152198
18663930,989,ENG - Daily Cover for Landfill,0,989,ENG - Daily Cover for Landfill,0,0.959,Somewhat limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1527152199
18663930,989,ENG - Daily Cover for Landfill,1,10192,Slope 8 to > 15%,1,0.959,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152200
18663930,989,ENG - Daily Cover for Landfill,2,23660,Dust PM10 and PM2.5 Generation,1,0.066,Dusty,0.066,Dusty,0.066,Dusty,0.066,Dusty,0,0,0,1527152201
18663930,989,ENG - Daily Cover for Landfill,3,37191,"Clay Content 25 to 180cm, Weighted Average",1,0,Not clay textured,0.014,Too clayey,0.014,Too clayey,0.342,Too clayey,0,0,0,1527152202
18663930,340,ENG - Dwellings W/O Basements,0,340,ENG - Dwellings W/O Basements,0,0.959,Somewhat limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1527152203
18663930,340,ENG - Dwellings W/O Basements,1,10192,Slope 8 to > 15%,1,0.959,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152204
18663930,340,ENG - Dwellings W/O Basements,2,23803,Shrink-Swell (LEP WTD_AVG 25-100cm or Bedrock),1,0.081,Shrink-swell,0.081,Shrink-swell,0.081,Shrink-swell,0.081,Shrink-swell,0,0,0,1527152205
18663930,393,ENG - Dwellings With Basements,0,393,ENG - Dwellings With Basements,0,0.959,Somewhat limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1527152206
18663930,393,ENG - Dwellings With Basements,1,10192,Slope 8 to > 15%,1,0.959,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152207
18663930,393,ENG - Dwellings With Basements,2,23807,"Shrink-Swell (LEP WTD_AVG Above Bedrock or 60"") (revised)",1,0.033,Shrink-swell,0.033,Shrink-swell,0.033,Shrink-swell,0.033,Shrink-swell,0,0,0,1527152208
18663930,402,"ENG - Lawn, Landscape, Golf Fairway",0,402,"ENG - Lawn, Landscape, Golf Fairway",0,0.959,Somewhat limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1527152209
18663930,402,"ENG - Lawn, Landscape, Golf Fairway",1,10192,Slope 8 to > 15%,1,0.959,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152210
18663930,402,"ENG - Lawn, Landscape, Golf Fairway",2,23660,Dust PM10 and PM2.5 Generation,1,0.066,Dusty,0.066,Dusty,0.066,Dusty,0.066,Dusty,0,0,0,1527152211
18663930,398,ENG - Local Roads and Streets,0,398,ENG - Local Roads and Streets,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1527152212
18663930,398,ENG - Local Roads and Streets,1,399,Potential Frost Action > Low,1,1,Frost action,1,Frost action,1,Frost action,1,Frost action,0,0,0,1527152213
18663930,398,ENG - Local Roads and Streets,2,25890,Strength (AASHTO Group Index Weighted Average (25-100cm)),1,1,Low strength,1,Low strength,1,Low strength,1,Low strength,0,0,0,1527152214
18663930,398,ENG - Local Roads and Streets,3,10192,Slope 8 to > 15%,1,0.959,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152215
18663930,398,ENG - Local Roads and Streets,4,23803,Shrink-Swell (LEP WTD_AVG 25-100cm or Bedrock),1,0.081,Shrink-swell,0.081,Shrink-swell,0.081,Shrink-swell,0.081,Shrink-swell,0,0,0,1527152216
18663930,979,ENG - Sanitary Landfill (Area),0,979,ENG - Sanitary Landfill (Area),0,0.959,Somewhat limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1527152217
18663930,979,ENG - Sanitary Landfill (Area),1,10192,Slope 8 to > 15%,1,0.959,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152218
18663930,979,ENG - Sanitary Landfill (Area),2,23660,Dust PM10 and PM2.5 Generation,1,0.066,Dusty,0.066,Dusty,0.066,Dusty,0.066,Dusty,0,0,0,1527152219
18663930,419,ENG - Sanitary Landfill (Trench),0,419,ENG - Sanitary Landfill (Trench),0,0.959,Somewhat limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1527152220
18663930,419,ENG - Sanitary Landfill (Trench),1,10192,Slope 8 to > 15%,1,0.959,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152221
18663930,419,ENG - Sanitary Landfill (Trench),2,23660,Dust PM10 and PM2.5 Generation,1,0.066,Dusty,0.066,Dusty,0.066,Dusty,0.066,Dusty,0,0,0,1527152222
18663930,419,ENG - Sanitary Landfill (Trench),3,37191,"Clay Content 25 to 180cm, Weighted Average",1,0,Not clay textured,0.014,Too clayey,0.014,Too clayey,0.342,Too clayey,0,0,0,1527152223
18663930,208,ENG - Septic Tank Absorption Fields,0,208,ENG - Septic Tank Absorption Fields,0,0.959,Somewhat limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1527152224
18663930,208,ENG - Septic Tank Absorption Fields,1,10192,Slope 8 to > 15%,1,0.959,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152225
18663930,208,ENG - Septic Tank Absorption Fields,2,233,"Percolation 60 - 180cm (24-72"")",1,0.318,Slow water movement,1,Slow water movement,1,Slow water movement,1,Slow water movement,0,0,0,1527152226
18663930,430,ENG - Sewage Lagoons,0,430,ENG - Sewage Lagoons,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1527152227
18663930,430,ENG - Sewage Lagoons,1,422,Sloping < 2 to > 7%,1,1,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152228
18663930,430,ENG - Sewage Lagoons,2,424,"Seepage 30 - 150cm (12-60"")",1,0,No seepage,0.5,Seepage,0.5,Seepage,0.68,Seepage,0,0,0,1527152229
18663930,302,ENG - Shallow Excavations,0,302,ENG - Shallow Excavations,0,0.959,Somewhat limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1527152230
18663930,302,ENG - Shallow Excavations,1,10192,Slope 8 to > 15%,1,0.959,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152231
18663930,302,ENG - Shallow Excavations,2,23660,Dust PM10 and PM2.5 Generation,1,0.066,Dusty,0.066,Dusty,0.066,Dusty,0.066,Dusty,0,0,0,1527152232
18663930,302,ENG - Shallow Excavations,3,23768,"Unstable Excavation Walls, revised",1,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0,0,0,1527152233
18663930,395,ENG - Small Commercial Buildings,0,395,ENG - Small Commercial Buildings,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1527152234
18663930,395,ENG - Small Commercial Buildings,1,288,Sloping 3.9 to > 8%,1,1,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152235
18663930,395,ENG - Small Commercial Buildings,2,23803,Shrink-Swell (LEP WTD_AVG 25-100cm or Bedrock),1,0.081,Shrink-swell,0.081,Shrink-swell,0.081,Shrink-swell,0.081,Shrink-swell,0,0,0,1527152236
18663930,23656,ENG - Unpaved Local Roads and Streets,0,23656,ENG - Unpaved Local Roads and Streets,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1527152237
18663930,23656,ENG - Unpaved Local Roads and Streets,1,399,Potential Frost Action > Low,1,1,Frost action,1,Frost action,1,Frost action,1,Frost action,0,0,0,1527152238
18663930,23656,ENG - Unpaved Local Roads and Streets,2,400,"Strength (AASHTO Group Index Thickest Layer 10 to 40"")",1,1,Low strength,1,Low strength,1,Low strength,1,Low strength,0,0,0,1527152239
18663930,23656,ENG - Unpaved Local Roads and Streets,3,10192,Slope 8 to > 15%,1,0.959,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152240
18663930,23656,ENG - Unpaved Local Roads and Streets,4,23803,Shrink-Swell (LEP WTD_AVG 25-100cm or Bedrock),1,0.081,Shrink-swell,0.081,Shrink-swell,0.081,Shrink-swell,0.081,Shrink-swell,0,0,0,1527152241
18663930,23656,ENG - Unpaved Local Roads and Streets,5,23660,Dust PM10 and PM2.5 Generation,1,0.066,Dusty,0.066,Dusty,0.066,Dusty,0.066,Dusty,0,0,0,1527152242
18663930,57992,Farm and Garden Composting Facility - Surface,0,57992,Farm and Garden Composting Facility - Surface,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1527152243
18663930,57992,Farm and Garden Composting Facility - Surface,1,20467,"Soil Strength (AASHTO Group Index, 0-50cm)",1,1,Low strength,1,Low strength,1,Low strength,1,Low strength,0,0,0,1527152244
18663930,57992,Farm and Garden Composting Facility - Surface,2,20466,"Slope 3 to 8 percent, Limitation",1,1,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152245
18663930,57992,Farm and Garden Composting Facility - Surface,3,20487,Precipitation,1,0.065,Low precipitation,0.087,Low precipitation,0.087,Low precipitation,0.112,Low precipitation,0,0,0,1527152246
18663930,57992,Farm and Garden Composting Facility - Surface,4,20488,Temperature,1,0.003,Extreme soil temperatures,0.003,Extreme soil temperatures,0.003,Extreme soil temperatures,0.003,Extreme soil temperatures,0,0,0,1527152247
18663930,351,FOR - Construction Limitations for Haul Roads/Log Landings,0,351,FOR - Construction Limitations for Haul Roads/Log Landings,0,0.066,Slight,0.5,Moderate,0.5,Moderate,0.5,Moderate,1,1,0,1527152248
18663930,351,FOR - Construction Limitations for Haul Roads/Log Landings,1,352,Slope Limitation (<15% to >30%),1,0,Slope,0.5,Slope,0.5,Slope,0.5,Slope,0,0,0,1527152249
18663930,351,FOR - Construction Limitations for Haul Roads/Log Landings,2,23660,Dust PM10 and PM2.5 Generation,1,0.066,Dusty,0.066,Dusty,0.066,Dusty,0.066,Dusty,0,0,0,1527152250
18663930,670,FOR - Hand Planting Suitability,0,670,FOR - Hand Planting Suitability,0,0,Well suited,0.5,Moderately suited,0.5,Moderately suited,0.5,Moderately suited,0,0,0,1527152251
18663930,670,FOR - Hand Planting Suitability,1,25121,"Stickiness Limitation (4), Revised",1,0,Stickiness,0.5,Stickiness; high plasticity index,0.5,Stickiness; high plasticity index,0.5,Stickiness; high plasticity index,0,0,0,1527152252
18663930,559,FOR - Harvest Equipment Operability,0,559,FOR - Harvest Equipment Operability,0,0.5,Moderately suited,0.5,Moderately suited,0.5,Moderately suited,0.5,Moderately suited,1,1,0,1527152253
18663930,559,FOR - Harvest Equipment Operability,1,329,Strength Limitation (2),1,0.5,Low strength,0.5,Low strength,0.5,Low strength,0.5,Low strength,1,1,0,1527152254
18663930,559,FOR - Harvest Equipment Operability,2,23660,Dust PM10 and PM2.5 Generation,1,0.066,Dusty,0.066,Dusty,0.066,Dusty,0.066,Dusty,0,0,0,1527152255
18663930,348,FOR - Log Landing Suitability,0,348,FOR - Log Landing Suitability,0,1,Poorly suited,1,Poorly suited,1,Poorly suited,1,Poorly suited,1,1,0,1527152256
18663930,348,FOR - Log Landing Suitability,1,323,Slope Limitation (<6% to >12%),1,1,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1527152257
18663930,348,FOR - Log Landing Suitability,2,329,Strength Limitation (2),1,0.5,Low strength,0.5,Low strength,0.5,Low strength,0.5,Low strength,1,1,0,1527152258
