monthseq,month,flodfreqcl,floddurcl,pondfreqcl,ponddurcl,ponddep.l,ponddep.r,ponddep.h,dlyavgprecip.l,dlyavgprecip.r,dlyavgprecip.h,dlyavgpotet.l,dlyavgpotet.r,dlyavgpotet.h,cokey,comonthkey
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17598832,184628975
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17598832,184628976
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17598832,184628977
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17598832,184628978
11,November,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17598833,184628979
9,September,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17598833,184628980
12,December,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17598833,184628981
7,July,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17598833,184628982
1,January,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17598833,184628983
10,October,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17598833,184628984
8,August,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17598833,184628985
2,February,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17598833,184628986
3,March,None,,Occasional,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17598833,184628987
4,April,None,,Occasional,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17598833,184628988
5,May,None,,Occasional,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17598833,184628989
6,June,None,,Occasional,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17598833,184628990
